full,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,ppm,team_rank
Jonjo Shelvey,Newcastle United,2,15,437,8,597.4000000000001,10222,7260,34,6,150.40000000000003,559.4000000000001,2118,0,0,0,0,741,0,2105850,39,57,344,105,33937,290839,256902,189.30000000000004,19.0,3,21.143817527010807,3.0
Federico Fern?ndez,Newcastle United,3,13,507,8,74.5,9652,7260,42,2,103.69999999999996,741.0,2617,1,0,0,0,741,0,3615320,39,57,223,102,184763,465322,280559,169.70000000000002,19.0,8,22.91787439613528,4.0
Allan Saint-Maximin,Newcastle United,5,7,321,8,423.40000000000003,19000,7260,22,3,139.79999999999998,434.00000000000006,1860,0,0,0,0,741,0,2238706,39,57,542,92,77422,403258,325836,205.40000000000012,19.0,0,17.041173710985024,5.0
Joelinton C?ssio Apolin?rio de Lira,Newcastle United,2,3,236,9,433.40000000000003,17708,7260,46,2,140.50000000000003,330.8,2678,0,0,0,0,741,0,3080652,39,57,641,78,-99142,192268,291410,214.59999999999997,19.0,7,13.773466295514034,6.0
Matt Ritchie,Newcastle United,1,7,293,8,482.7,9538,7260,19,2,98.60000000000001,285.40000000000003,1312,0,1,0,0,741,0,1021974,39,57,218,74,27351,129849,102498,202.6000000000001,19.0,4,13.907375643224691,7.0
Isaac Hayden,Newcastle United,4,3,309,8,227.60000000000005,10298,7260,36,1,78.49999999999999,368.59999999999997,2220,0,0,0,1,741,0,12177165,39,57,189,73,-240210,562410,802620,167.30000000000004,19.0,4,16.626380079868458,8.0
Jamaal Lascelles,Newcastle United,0,3,358,8,28.1,9804,7260,31,1,55.7,403.0,2076,0,0,0,0,741,0,12093695,39,57,125,73,-207630,628592,836222,164.50000000000003,19.0,5,16.756971710460068,8.0
Javier Manquillo,Newcastle United,1,4,288,8,100.80000000000001,9728,7260,21,0,37.3,231.99999999999997,1597,0,0,0,0,741,0,505542,39,57,40,65,2324,37175,34851,164.90000000000003,19.0,5,15.048273431994346,10.0
Jetro Willems,Newcastle United,2,6,283,3,195.99999999999994,18924,7260,24,2,74.1,345.40000000000003,1492,0,0,0,0,741,0,3549863,39,57,198,64,10281,363879,353598,170.50000000000009,19.0,0,14.10206598828246,11.0
Dwight Gayle,Newcastle United,2,10,190,4,86.19999999999999,17174,6999,15,4,64.7,217.0,842,0,0,0,0,713,0,299287,34,45,348,58,31377,69204,37827,155.0,16.0,2,11.600000000000001,12.0
Fabian Sch?r,Newcastle United,1,2,297,4,58.300000000000004,9576,7260,38,2,67.8,440.5999999999999,1669,0,0,0,0,741,0,4155899,39,57,179,55,-55871,159594,215465,190.0,19.0,5,10.999999999999998,13.0
Ciaran Clark,Newcastle United,0,2,216,4,14.9,9842,7260,14,2,47.60000000000001,331.4,1186,0,0,0,0,741,0,747152,39,57,128,49,-3591,67678,71269,164.50000000000003,19.0,3,11.36363636363636,14.0
Paul Dummett,Newcastle United,0,4,230,5,63.10000000000001,9690,7260,20,0,37.699999999999996,265.20000000000005,1227,1,0,0,0,741,0,637324,39,57,50,44,-8864,24824,33688,167.40000000000018,19.0,2,9.914141414141417,15.0
Sean Longstaff,Newcastle United,2,0,181,2,217.1,10260,7260,26,1,60.79999999999999,235.79999999999998,1370,0,0,0,1,741,0,907176,39,57,155,44,-33260,22050,55310,190.0,19.0,2,8.800000000000002,15.0
Christian Atsu,Newcastle United,3,0,104,3,186.70000000000002,10146,7260,15,0,36.3,121.40000000000002,738,0,0,0,0,741,0,369100,39,57,55,37,-5178,24070,29248,203.6000000000002,19.0,2,6.869322152341018,17.0
Emil Krafth,Newcastle United,1,2,187,3,28.8,19722,7260,23,0,25.2,184.39999999999998,1015,0,0,0,0,741,0,190700,39,57,39,37,-1894,6327,8221,166.20000000000007,19.0,0,8.485670660089255,17.0
Andy Carroll,Newcastle United,4,0,87,2,162.0,19760,7260,10,0,51.100000000000016,136.60000000000002,617,0,0,0,0,741,0,281570,39,57,211,34,-7193,16532,23725,205.60000000000014,19.0,1,6.296296296296294,19.0
Danny Rose,Newcastle United,0,0,153,4,54.2,4980,4586,14,0,17.9,115.39999999999999,862,0,0,0,0,465,0,1460901,17,23,8,30,-1326,17291,16985,79.49999999999999,7.0,2,5.6603773584905595,20.0
Matthew Longstaff,Newcastle United,0,2,104,1,51.60000000000001,18360,7167,11,2,20.400000000000002,102.8,572,0,0,0,0,731,0,478399,35,53,49,27,7007,49385,42378,153.0,17.0,1,6.000000000000001,21.0
DeAndre Yedlin,Newcastle United,0,0,122,1,118.10000000000001,9614,7260,18,1,32.9,165.6,934,0,0,0,0,741,0,232424,39,57,43,26,746,16057,15311,167.6000000000001,19.0,3,5.90909090909091,22.0
Florian Lejeune,Newcastle United,0,1,88,1,12.6,9766,7260,10,2,22.5,132.0,440,0,0,0,0,741,0,58652,39,57,81,24,1546,9147,7601,167.50000000000014,19.0,0,5.45454545454545,23.0
Nabil Bentaleb,Newcastle United,0,0,113,2,101.00000000000001,8568,4353,16,0,22.5,104.6,747,0,0,0,0,441,0,24104,15,21,20,19,1209,4525,3316,68.1,7.0,2,3.934759009986973,24.0
Valentino Lazaro,Newcastle United,0,0,81,0,88.10000000000001,8596,4353,13,1,21.0,84.2,472,0,0,0,1,441,0,9501,15,21,38,19,360,1964,1604,75.39999999999998,7.0,0,3.5397369925671804,24.0
Yoshinori Muto,Newcastle United,0,0,25,0,15.4,9880,7260,7,0,3.7,12.600000000000001,207,0,0,0,0,741,0,261410,39,57,12,9,-6841,7294,14135,197.4999999999999,19.0,0,1.706595969082095,26.0
Sung-yueng Ki,Newcastle United,0,0,18,0,39.8,10184,7260,6,0,5.8,17.8,135,0,0,0,0,741,0,146078,39,57,0,4,-3816,1357,5173,180.69999999999987,19.0,0,0.8124149659863941,27.0
Kelland Watts,Newcastle United,0,0,3,0,0.0,10183,5032,1,0,0.2,2.0,16,0,0,0,0,510,0,98545,18,25,0,1,10092,17338,7246,66.89999999999999,8.0,0,0.25641025641025605,28.0
Teemu Pukki,Norwich,3,21,444,6,379.50000000000006,10564,7266,59,11,211.79999999999998,544.9999999999999,2884,0,0,0,0,741,0,51963947,44,57,1202,139,225471,3965479,3740008,252.6,19.0,3,20.898489330645813,1.0
Todd Cantwell,Norwich,2,10,410,6,493.1,10906,7266,54,6,165.89999999999998,516.4000000000001,2484,0,0,0,0,741,0,50582028,44,57,656,111,756771,3932242,3175471,179.9,19.0,6,23.60352281523154,2.0
Tim Krul,Norwich,0,10,668,5,0.0,10640,7266,68,0,106.3,1063.0000000000005,3240,1,0,2,0,741,131,5320142,44,57,0,109,47140,293583,246443,171.89999999999995,19.0,4,24.13526570048307,3.0
Emiliano Buend?a,Norwich,7,12,464,3,1196.6999999999998,10754,7266,54,1,231.09999999999997,711.6,2458,0,0,0,1,741,0,2533560,44,57,401,94,-8492,223313,231805,228.0,19.0,6,15.666666666666657,4.0
Kenny McLean,Norwich,1,0,424,5,423.90000000000003,10868,7266,63,1,120.4,505.80000000000007,2965,0,0,0,0,741,0,459657,44,57,274,77,-5461,13453,18914,185.4000000000002,19.0,5,15.791496598639458,5.0
Alexander Tettey,Norwich,1,3,404,5,116.49999999999999,10982,7266,44,1,64.89999999999998,358.0000000000001,2339,0,0,0,0,741,0,757540,44,57,173,67,4222,54744,50522,170.60000000000002,19.0,5,14.919191919191919,6.0
Maximillian Aarons,Norwich,2,3,489,5,385.20000000000005,10412,7266,71,0,119.0,566.6,3240,0,0,0,0,741,0,3740163,44,57,237,66,-95664,119383,215047,165.90000000000006,19.0,7,15.201315480385235,7.0
Onel Hern?ndez,Norwich,2,0,173,1,235.50000000000006,10792,7266,32,1,90.5,227.20000000000002,1374,0,0,0,0,741,0,202624,44,57,445,52,-10631,7439,18070,202.0000000000001,19.0,0,9.804459691252148,8.0
Jamal Lewis,Norwich,0,3,384,3,262.2,10488,7266,56,1,83.30000000000001,439.0,2301,0,0,0,0,741,0,784910,44,57,130,48,-4449,40922,45371,169.60000000000008,19.0,4,10.803030303030296,9.0
Ben Godfrey,Norwich,0,0,447,3,57.00000000000001,10374,7266,62,0,78.3,602.8,2644,1,0,0,1,741,0,519934,44,57,119,38,-9069,16691,25760,168.40000000000012,19.0,3,8.585858585858578,10.0
Christoph Zimmermann,Norwich,1,1,247,3,25.5,10450,7266,27,0,45.599999999999994,366.4000000000001,1430,0,0,0,0,741,0,79032,44,57,62,35,-413,4572,4985,168.20000000000013,19.0,3,7.949494949494948,11.0
Marco Stiepermann,Norwich,0,0,96,1,188.1,10830,7266,32,0,58.49999999999999,120.20000000000002,1173,0,0,0,0,741,0,219885,44,57,277,32,-5718,6382,12100,197.19999999999993,19.0,6,6.078092516272317,12.0
Sam Byram,Norwich,0,2,201,3,109.2,17252,7266,23,0,60.199999999999996,273.19999999999993,1292,0,0,0,0,741,0,322866,44,57,218,32,-5123,6917,12040,166.70000000000016,19.0,4,7.267676767676768,12.0
Mario Vrancic,Norwich,0,1,116,0,107.89999999999998,10716,7266,19,1,35.400000000000006,123.0,624,0,0,0,0,741,0,213424,44,57,123,29,-10318,4684,15002,236.59999999999985,19.0,3,4.66733870967742,14.0
Tom Trybull,Norwich,0,0,172,2,55.400000000000006,11020,7266,25,0,34.7,198.19999999999996,1128,0,0,0,0,741,0,1899004,44,57,92,28,-27193,54649,81842,168.40000000000015,19.0,2,6.253229974160204,15.0
Josip Drmic,Norwich,0,0,67,0,67.30000000000001,16492,7266,13,1,35.3,59.600000000000016,636,0,0,0,1,741,0,197049,44,57,231,26,-9063,6571,15634,203.6000000000002,19.0,0,4.860364652817483,16.0
Ondrej Duda,Norwich,1,0,131,3,261.6,9616,4829,9,0,48.3,115.80000000000003,723,0,0,0,0,488,0,117485,14,20,105,24,3986,20967,16981,75.20000000000002,8.0,0,4.928490616104598,17.0
Grant Hanley,Norwich,0,1,214,2,3.6000000000000005,10526,7266,25,0,40.00000000000001,318.79999999999995,1261,1,0,0,0,741,0,6435182,44,57,76,23,-59345,344098,403443,152.59999999999997,19.0,4,5.75,18.0
Lukas Rupp,Norwich,0,0,79,1,109.1,9632,4829,18,0,26.400000000000002,70.2,692,0,0,0,0,488,0,10570,14,20,88,19,581,1797,1216,71.3,8.0,1,4.257575757575756,19.0
Ibrahim Amadou,Norwich,0,0,122,1,18.3,19266,7266,20,0,22.700000000000003,177.2,756,0,0,0,0,741,0,245968,44,57,31,18,-299,11808,12107,171.0,19.0,1,3.9999999999999964,20.0
Moritz Leitner,Norwich,0,0,102,1,127.69999999999999,10944,7266,16,0,28.8,106.8,683,0,0,0,0,741,0,610599,44,57,53,16,-9228,26483,35711,166.80000000000013,19.0,1,3.5555555555555522,21.0
Adam Idah,Norwich,0,0,25,0,18.200000000000003,18292,7182,9,0,7.1,13.799999999999999,219,0,0,0,0,731,0,278654,39,46,47,13,4253,21762,17509,150.8000000000001,17.0,0,2.9545454545454524,22.0
Dennis Srbeny,Norwich,0,1,50,0,3.4,10602,7266,2,1,7.000000000000001,44.2,41,0,0,0,0,741,0,120939,44,57,25,13,-3128,5197,8325,199.29999999999987,19.0,0,2.478363704778795,22.0
Michael McGovern,Norwich,0,2,46,0,0.0,10678,7266,6,0,6.5,65.0,158,0,0,1,0,741,7,16470383,44,57,0,11,14691,405598,390907,152.89999999999995,19.0,0,2.75,24.0
Timm Klose,Norwich,0,0,77,0,2.6,10336,7266,13,0,16.6,121.19999999999999,585,0,0,0,0,741,0,100486,44,57,42,9,-4744,1896,6640,165.60000000000005,19.0,0,2.0930232558139528,25.0
Josh Martin,Norwich,0,0,14,0,0.7999999999999999,5688,3023,2,0,2.5,6.6,32,0,0,0,0,306,0,1202,12,12,17,5,97,263,166,40.5,5.0,0,1.1111111111111098,26.0
Patrick Roberts,Norwich,0,0,12,0,0.6,16530,7266,2,0,0.5,4.4,24,0,0,0,0,741,0,155233,44,57,0,3,-6280,1696,7976,196.39999999999995,19.0,0,0.5660377358490569,27.0
Akin Famewo,Norwich,0,0,3,0,0.0,17112,7020,0,0,0.0,0.0,1,0,0,0,0,713,0,136246,37,39,0,1,1358,7756,6398,123.10000000000005,16.0,0,0.25641025641025605,28.0
Jordan Thomas,Norwich,0,0,3,0,0.0,4550,2419,0,0,0.0,0.0,1,0,0,0,0,245,0,5177,8,12,0,1,708,1141,433,28.0,3.0,0,0.25,28.0
Ralf Fahrmann,Norwich,0,0,6,0,0.0,17062,7266,1,0,0.4,4.0,21,0,0,0,0,741,1,915601,44,57,0,1,-22873,5345,28218,167.5000000000001,19.0,0,0.22727272727272704,28.0
Dean Henderson,Sheffield United,1,16,688,13,10.0,17898,7272,33,0,74.80000000000001,718.8000000000001,3240,0,0,1,0,743,97,27138938,30,48,18,160,1283386,2413065,1129679,184.89999999999998,19.0,2,32.97224042199623,1.0
John Lundstram,Sheffield United,4,15,539,10,382.9000000000002,11286,7272,29,5,133.89999999999998,502.79999999999995,2452,0,0,0,0,743,0,100372019,30,48,449,144,1864390,4583180,2718790,180.59999999999997,19.0,5,30.92472855913316,2.0
Enda Stevens,Sheffield United,4,8,639,13,554.4999999999999,11058,7272,39,2,153.5,641.0000000000001,3345,0,0,0,0,743,0,6722193,30,48,338,142,450648,930201,479553,193.19999999999985,19.0,7,27.997586726998463,3.0
George Baldock,Sheffield United,4,7,602,13,485.7,11172,7272,39,2,128.60000000000002,559.8,3420,0,0,0,0,743,0,19733628,30,48,241,142,993123,1981337,988214,183.19999999999996,19.0,7,29.78109043802532,3.0
John Egan,Sheffield United,1,9,592,13,25.4,11210,7272,33,2,125.39999999999998,641.4000000000002,3187,0,0,0,1,743,0,5073986,30,48,587,133,692565,1102278,409713,172.09999999999994,19.0,3,29.44506115736456,5.0
Chris Basham,Sheffield United,1,6,639,13,212.10000000000002,16074,7272,37,0,102.70000000000002,707.5999999999999,3242,0,0,0,0,743,0,2528682,30,48,103,123,163014,347913,184899,171.99999999999994,19.0,4,27.173913043478258,6.0
Jack O'Connell,Sheffield United,1,6,552,12,262.3,11134,7272,28,0,108.60000000000001,576.6,2915,0,0,0,0,743,0,5199937,30,48,246,111,114001,648651,534650,173.69999999999993,19.0,4,24.36920546818788,7.0
John Fleck,Sheffield United,2,13,464,8,648.8000000000001,11438,7272,30,5,159.60000000000005,527.4000000000001,2515,0,0,0,0,743,0,6709015,30,48,419,101,302675,1314244,1011569,185.2,19.0,8,20.731285067218366,8.0
Oliver Norwood,Sheffield United,3,6,563,13,808.8,11476,7272,36,1,151.80000000000004,608.4000000000001,3089,0,0,0,0,743,0,1198580,30,48,100,98,59223,182687,123464,185.50000000000006,19.0,8,20.076501664495584,9.0
Oliver McBurnie,Sheffield United,1,6,300,9,186.90000000000003,19038,7272,25,6,143.7,424.4000000000001,2105,0,0,0,0,743,0,656726,30,48,830,86,51532,147557,96025,217.8999999999999,19.0,4,15.081751853199753,10.0
Lys Mousset,Sheffield United,4,11,248,3,163.10000000000002,2660,7272,15,6,98.10000000000002,302.99999999999994,1223,0,0,0,0,743,0,7404198,30,48,530,84,238069,1119266,881197,180.70000000000002,19.0,1,17.400195838434055,11.0
David McGoldrick,Sheffield United,2,6,201,7,268.4,11514,7272,18,2,115.19999999999999,303.4,1810,0,0,0,0,743,0,575693,30,48,584,65,1653,61731,60078,205.90000000000015,19.0,2,12.01010101010101,12.0
Billy Sharp,Sheffield United,2,9,159,4,186.2,11324,7272,10,3,69.9,175.39999999999995,1037,0,0,0,1,743,0,1252024,30,48,348,57,-33215,108672,141887,213.79999999999998,19.0,1,10.19352634167037,13.0
Sander Berge,Sheffield United,1,3,147,4,66.0,8694,4355,11,1,30.3,152.4,943,0,0,0,0,443,0,147055,7,23,82,40,17672,35240,17568,67.20000000000002,7.0,0,8.385996526270082,14.0
Callum Robinson,Sheffield United,2,1,73,2,72.8,17214,7272,6,1,30.399999999999995,79.80000000000001,669,0,0,0,0,743,0,988493,30,48,156,33,-48022,49981,98003,194.40000000000003,19.0,1,6.236006986395449,15.0
Ben Osborn,Sheffield United,0,0,84,2,108.5,17936,7272,4,0,25.3,78.40000000000002,590,0,0,0,0,743,0,95012,30,48,65,19,-1551,2153,3704,180.3999999999999,19.0,0,4.029436242582141,16.0
Jack Robinson,Sheffield United,0,2,87,1,30.400000000000002,8554,4355,11,0,14.0,106.8,504,0,0,0,0,443,0,591802,7,23,2,14,67098,120141,53043,56.0,7.0,0,3.5,17.0
Luke Freeman,Sheffield United,0,0,38,1,77.4,16758,7272,5,0,14.900000000000002,46.2,360,0,0,0,0,743,0,211007,30,48,25,13,-5632,6043,11675,195.99999999999994,19.0,2,2.452462787756905,18.0
Muhamed Be?i?,Sheffield United,0,0,40,0,21.500000000000004,19836,7272,2,0,8.5,34.2,243,0,0,0,0,743,0,431125,30,48,29,9,-7210,14127,21337,167.7000000000002,19.0,2,2.0404040404040393,19.0
Phil Jagielka,Sheffield United,0,0,50,0,4.8,16872,7272,6,0,8.200000000000001,75.4,240,0,0,0,0,743,0,1133372,30,48,2,6,-25482,27822,53304,160.5,19.0,0,1.407953205173851,20.0
Richairo Zivkovic,Sheffield United,0,0,15,0,28.6,8708,4355,4,0,6.1,9.399999999999999,107,0,0,0,0,443,0,21159,7,23,22,5,1465,4530,3065,66.70000000000002,7.0,0,1.063829787234045,21.0
Simon Moore,Sheffield United,0,0,23,0,0.0,16568,7272,6,0,2.8,28.0,180,0,0,0,0,743,5,256985,30,48,0,3,-2159,7082,9241,166.0000000000001,19.0,0,0.692389006342494,22.0
Kieron Freeman,Sheffield United,0,0,5,0,0.3,11096,7272,0,0,0.0,0.0,6,0,0,0,0,743,0,284000,30,48,0,2,-5139,7621,12760,161.89999999999992,19.0,0,0.4761904761904761,23.0
Leon Clarke,Sheffield United,0,0,3,0,1.6,17504,7090,2,0,1.0,4.0,33,0,0,0,0,722,0,192643,22,43,6,2,2468,14583,12115,142.60000000000008,16.0,0,0.44949494949494906,23.0
Jack Rodwell,Sheffield United,0,0,3,0,0.0,10047,5030,0,0,0.1,1.2,15,0,0,0,0,512,0,14736,9,25,0,1,947,2441,1494,76.5,9.0,0,0.222222222222222,25.0
Ravel Morrison,Sheffield United,0,0,0,0,0.6,17328,7272,0,0,0.2,0.0,12,0,0,0,0,743,0,250984,30,48,4,1,-9971,4370,14341,176.89999999999995,19.0,0,0.204081632653061,25.0
Danny Ings,Southampton,2,40,736,6,458.30000000000007,11894,7302,44,22,302.40000000000003,1009.9999999999999,2800,0,1,0,0,741,0,45164585,65,46,1558,198,2181700,4543097,2361397,250.89999999999995,19.0,3,30.248883426473192,1.0
James Ward-Prowse,Southampton,4,8,587,9,989.9,12198,7302,60,5,240.69999999999996,864.6000000000001,3420,0,2,0,0,741,0,3757534,65,46,548,117,46559,384945,338386,220.5999999999999,19.0,9,20.187978713586993,2.0
Nathan Redmond,Southampton,4,8,412,7,539.1,12160,7302,51,4,181.19999999999996,517.2,2763,0,0,0,0,741,0,2178231,65,46,752,107,-74554,145069,219623,237.2999999999998,19.0,2,17.147162649178778,3.0
Alex McCarthy,Southampton,0,8,491,7,10.0,12084,7302,35,0,66.00000000000001,652.0,2520,0,0,1,0,741,79,5375835,65,46,0,104,221783,524913,303130,167.1,19.0,0,23.589499647639173,4.0
Stuart Armstrong,Southampton,4,10,301,7,274.90000000000003,12274,7302,25,5,112.39999999999999,418.1999999999999,1706,0,0,0,0,741,0,695418,65,46,431,98,65284,139396,74112,199.19999999999987,19.0,4,18.814162427369972,5.0
Jack Stephens,Southampton,3,8,432,7,101.50000000000001,11704,7302,39,1,76.6,566.1999999999999,2451,0,0,0,1,741,0,3309691,65,46,97,85,150263,405292,255029,166.3,19.0,4,19.535588442565174,6.0
Jan Bednarek,Southampton,1,5,539,7,45.5,11666,7302,57,1,87.50000000000001,729.8000000000001,3057,1,0,0,0,741,0,2240183,65,46,95,84,37786,155983,118197,168.70000000000013,19.0,4,18.96464646464645,7.0
Che Adams,Southampton,4,8,242,4,184.90000000000003,16606,7302,17,4,92.30000000000001,226.20000000000005,1095,0,0,0,0,741,0,1187911,65,46,524,78,-56094,42447,98541,207.0000000000002,19.0,0,14.421484141181658,8.0
Pierre-Emile H?jbjerg,Southampton,3,1,412,7,469.0,12350,7302,51,0,133.1,493.0,2750,0,0,0,0,741,0,1186714,65,46,368,75,-31066,54546,85612,183.40000000000006,19.0,5,15.545068027210894,9.0
Ryan Bertrand,Southampton,1,0,432,7,538.5,11590,7302,52,1,121.10000000000002,436.8,2742,0,0,0,1,741,0,1943348,65,46,234,75,-1525,99754,101279,183.70000000000007,19.0,3,15.595578231292524,9.0
Shane Long,Southampton,3,4,159,5,264.80000000000007,11970,7302,20,2,99.39999999999999,190.79999999999998,1386,0,0,0,0,741,0,6582880,65,46,536,62,-215082,243220,458302,177.59999999999988,19.0,0,13.423708521336382,11.0
Jannik Vestergaard,Southampton,0,6,286,4,81.29999999999998,11552,7302,26,1,62.800000000000004,363.8,1496,0,0,0,0,741,0,7623507,65,46,183,51,63061,527526,464465,182.4,19.0,3,10.537877893632373,12.0
Oriol Romeu Vidal,Southampton,0,1,301,5,272.9,12464,7302,38,0,67.60000000000001,333.20000000000005,1855,0,0,0,0,741,0,3478349,65,46,69,51,5613,202467,196854,166.50000000000009,19.0,5,11.596546863988715,12.0
Michael Obafemi,Southampton,2,2,165,3,130.7,11932,7302,12,3,53.4,170.8,655,0,0,0,0,741,0,541737,65,46,235,45,-5888,24422,30310,187.00000000000014,19.0,1,9.171428571428581,14.0
C?dric Soares,Southampton,1,3,222,3,197.1,11664,2927,18,0,59.699999999999996,291.2,1306,0,0,0,0,300,0,366800,46,27,107,43,-4031,16297,26328,116.29999999999995,12.0,1,8.920068027210887,15.0
Moussa Djenepo,Southampton,2,3,151,2,153.39999999999998,16644,7302,14,2,62.9,224.39999999999998,920,0,0,0,1,741,0,261172,65,46,252,40,-3033,30808,33841,199.19999999999987,19.0,4,7.578347578347574,16.0
Sofiane Boufal,Southampton,3,0,99,1,203.70000000000002,19304,7302,17,0,62.00000000000001,149.39999999999998,753,0,0,0,0,741,0,287270,65,46,267,34,-2584,16284,18868,209.0,19.0,2,6.181818181818182,17.0
Angus Gunn,Southampton,0,3,166,2,0.0,12122,7302,25,0,22.1,219.40000000000003,900,0,0,0,0,741,30,5016622,65,46,0,29,3643,262858,259215,165.7999999999999,19.0,0,6.444444444444446,18.0
Kyle Walker-Peters,Southampton,1,2,150,2,66.10000000000001,5055,4614,8,0,20.599999999999998,113.80000000000001,703,0,0,0,0,465,0,648928,21,19,30,27,15854,28457,12122,65.99999999999999,7.0,1,6.136363636363628,19.0
William Smallbone,Southampton,2,1,84,3,53.199999999999996,11096,5464,4,0,16.5,70.19999999999999,389,0,0,0,0,551,0,11850,27,24,43,24,1200,2407,1207,85.5,10.0,0,5.333333333333332,20.0
Yan Valery,Southampton,1,0,93,1,44.2,11628,7302,20,0,23.3,111.99999999999999,778,0,0,0,0,741,0,517745,65,46,77,18,-19105,9698,28803,178.29999999999987,19.0,1,3.8198196114708645,21.0
Maya Yoshida,Southampton,0,1,85,1,3.7,11780,7302,18,0,17.7,96.80000000000001,558,0,0,0,0,741,0,755748,65,46,77,10,-14904,16925,31829,162.39999999999995,19.0,1,2.267911674888418,22.0
Kevin Danso,Southampton,1,0,46,1,26.000000000000004,19684,7299,8,0,8.9,58.39999999999999,275,0,0,0,1,740,0,79969,65,43,6,9,206,4611,4405,158.89999999999992,19.0,0,2.0050505050505008,23.0
